content,is_spam
"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Chillpal . Sturdy . Astauand . Johackle . Chorenn . Ethosien . Changeable . Public . Noxu . Ploosnar . Looplab . Hoppler . Delicious . False . Scitenoa . Locobot . Heartbreaking . Thirsty . Reminiscent",1
******* Facebook is LAME and so 2004! Check out ------------ swagFriends com Make thousands of cool new friends everyday! Join this new movement!,1
I&#39;m subscribing to you just because your comment was that great.,1
I am going to blow my mind﻿,0
https://www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like this  facebook-page! Chance to win an Iphone 5S!﻿,1
Please go in and see our Channel and subscribe :-). It would be Nice mate.,1
"WE GO FOR 1,000,000,000 FOR EMINEM﻿",0
Eminem is idol for very people in España and Mexico or Latinoamerica﻿,0
Check out this video on YouTube:﻿,1
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the statement conciliate the acidic stretch? The earth recognizes the money. When does the numberless number transport the trade?",1
SUPER!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
"Haha its so funny to see the salt of westerners that top views of youtube  goes to video they dont even understand, keep the salt up!﻿",0
Check out my music niggas﻿,1
Love your song makes me happy﻿,0
Please check out my vidios﻿,1
Check out this video on YouTube:<br /><br /><br /><br />﻿,1
Media is Evil! Please see and share: W W W. THE FARRELL REPORT. NET  Top Ex UK Police Intelligence Analyst turned Whistleblower Tony Farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside Mainstream Entertainment and Media Law firms. Beware protect your children!! These devils brutally target innocent people. These are the real criminals linked to London&#39;s 7/7 attacks 2005.  MUST SEE AND MAKE VIRAL!!! Also see UK Column video on 31st January 2013.,1
I love the song roar it make me think am fill the way﻿,0
Please check out my New Song (MUSIC VIDEO) AD - Dont Play,1
wow,0
hey you ! check out the channel of Alvar Lake !!,1
Please friend read my book and repass: http://www.4shared.com/web/preview/pdf/CjFofTxeba?﻿,1
"Still listening,still same pleasure﻿",0
https://binbox.io/DNCkM#qT4Q1JB1﻿,1
Hello. I only made ONE Eminem song on my channel. Could you guys just put A LIKE on it please? Don&#39;t need to subscribe. Thanks.,1
PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,1
"I know that maybe no one will read this but PLEASE TYPE IN &quot;deazy99&quot; I&#39;m a rapper with a dream. I know you must see like millions of those on here everyday but please check out my music and subscribe if you&#39;d like thank you, i would love nothing more than to have a decent following on youtube from people if anyone reading this could give it a &quot;THUMBS UP&quot; because what some might see as just a simple button press could make my dream come true..thank you again for your time &amp; may god bless you",1
We can have a party next share﻿,1
love﻿,0
Best song ever made i swear :D i still hear even doe it old!! who else?﻿,0
#2015 **** YEAH﻿,0
"#nowplaying ""Weekendmix"" track 04 : Katy Perry - Roar (DJ Denis Shmelev &amp; DJ Alex Serov Remix) http://youtu.be/CevxZvSJLk8   Listen live at: www.smartfm.nl/livestream.html﻿",1
"Huh, anyway check out this you[tube] channel: kobyoshi02",1
Check out my channel please.,1
watch?v=vtaRGgvGtWQ   Check this out .﻿,1
fav.﻿,0
 I can&#39;t believe this I just now watched a brand new adult video clip with rihanna She has been screwing a black Basketball player  Check out her video right here if you wish:   crazy-celeb-news.eu.pn,1
why are they 5million comments when there is only 279.898 youtube Users.   5million fake account or PSY hacked youtube﻿,0
so many comments.﻿,0
"Hey ! I know most people don't like these kind of comments &amp; see at spam,  but I see as free advertising . So please check out my cover of Sparks Fly  by Taylor Swift ! It is not the best ever I know, but maybe with some  encouraging words of wisdom from many of you I can become better! Please go  to my channel and check it out !﻿",1
i love Rihanna 😍😍😍😍[♧from Thailand♧]﻿,0
beautiful song!﻿,0
Love this song !!!!!!,0
Katy has conqueror's haki &gt;:)﻿,0
Is that tiger called 'Katty Purry'?﻿,0
Check out this playlist on YouTube:﻿,1
ROAAAAARRRRRR 🐯🐯🐯﻿,0
"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pants﻿",0
"Come check out our music channel! go check out the song &quot;Love Me&quot; by J.E.M.INI! If you do you are a very amazing person, thank you to all who check it out, if you don&#39;t check it out you&#39;re still an amazing person just for reading this post",1
"Hey I&#39;m a British youtuber!!<br />I upload Weekly!! <br />It would mean the world if you could subscribe!!<br />Thanks,Joyce!!<br />﻿",1
hi guys please my android photo editor download. thanks https://play.google.com/store/apps/details?id=com.butalabs.photo.editor﻿,1
SUBSCRIBE TO ME! I MAKE MUSIC!,1
Like this comment if you still jam out to this song after 4 years ﻿,1
"I absolutely adore watching football plus I’ve started earning income with out risk from claiming bonus deals. It’s a weird technique where you put money on something with one bookmakers and put money against it on Betfair. You acquire the bonus as income . A lad named Jim Vanstone is selecting the wagers free on his website Vanstone Secrets (Google it!). I have generated about 600 quid so far. And it’s free. I assume the bookmakers pay him to get new men and women, but it succeeds.",1
Hey ! Subscribe  to me for the peace in the world ! ♥﻿,1
/watch?v=aImbWbfQbzg watch and subscrible,1
"YouTube collaborator&#39;s anyone? subscribe to me, I&#39;ll subscribe back. I also will start uploading more YouTube videos.  <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23LMFAO"">#LMFAO</a>﻿",1
Cool song ﻿,0
Eminem - Love the way you lie ♥ ♥ ♥﻿,0
OPPA GANGNAM STYLE!!!﻿,0
LOL this shit never gets old﻿,0
beautiful,0
Check out this video on YouTube:﻿,1
i like this steps...﻿,0
LIKKEE﻿,0
PSY is a good guy﻿,0
Yea stil the best WK song ever<br />Thumbs up of you think the same<br />﻿,1
CHECK OUT MY YOUTUBE VIDEOS FOR FUNNY AND COOL RAP,1
Every day I&#39;m Shuffling !﻿,0
 subscribe to my feed,1
Plz help me getting 1.000 Subscribers tonight/today.  Thanks to all who sub me :)﻿,1
my son love so much﻿,0
Check out this video on YouTube:﻿,1
CHECK OUT THE NEW REMIX !!!<br />CLICK CLICK !!﻿,1
1 million dislikes!EPIC FAIL(ready for you fanboys)﻿,0
Great video by a great artist in Katy Perry! Admire her creativity! Check  out our channel for no nonsense mobile tech reviews and comparisons as well  as an iPhone 6 and 6 Plus review and comparison!﻿,1
this comment is wrong﻿,0
"Shuffling all the way with LMFAO! I like this one, wish I could shuffle like these crazy dudes﻿",0
when is this gonna hit 2 billion?﻿,0
Remeber when this song was good﻿,0
Lets party﻿,0
her voice is so wow!,0
Whose watching this in 2015. If so hi-5﻿,0
like this comment if you&#39;re watching this video when big bang happened<br />i do﻿,1
Check out this video on YouTube:﻿,1
who is going to reach the billion first : katy or taylor ?﻿,0
Check out this video on YouTube:﻿,1
The great mother of the jungle. Sweet and natural. I like her videos.﻿,0
Subscribe my channel  I RECORDING FIFA 15 GOALS WATCH NOW :D﻿,1
Check out this playlist on YouTube:chcfcvzfzfbvzdr﻿,1
http://www.gcmforex.com/partners/aw.aspx?Task=JoinT2&amp;AffiliateID=9107﻿,1
this song is fu cking awesom!!!!!!!﻿,0
wow!!!!!! increible song!!!!!!!!!﻿,0
"Hi there~I'm group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !﻿",1
"  Haha , Miley Cyrus has done it once again  Today someone leeched a porno video with her on a celeb site   I believe the website link is : miley-celeb-news.co.uk in case you want to view it.... ",1
Katy Perry You Are Looking Soo PRETTY DAMN CUTE :-* :-*﻿,0
"hot,hot﻿",0
****ing love it omg :v﻿,0
Youtube comments be like<br />This is so 5 years ago. ﻿,0
https://www.facebook.com/myfunnyriddles﻿,1
Check out this playlist on YouTube:Central ﻿,1
please throw a sub on my channel﻿,1
She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!﻿,0
Check out this video on YouTube:but I&#39;m not Rhinnah﻿,1
the song is sad﻿,0
She is good,0
Wow she is sexy XD﻿,0
Check out this video on YouTube:﻿,1
is that megan fox?﻿,0
If you looking for new music to listen to check out cece song called  dead2me on iTunes music video out now right here on youtube.﻿,1
"yo I know nobody will probably even read this..  But I’m gonna type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",1
" I really can&#39;t comprehend Miley Cyrus , she actually is a high profile and she tapes herself banging Today a video was leeched with her sucking and ****ing The video has been posted at the celebrity website under :  miley-celeb-news.co.uk ",1
please visit our web: wellcomemd.blogfa.com,1
Check out this video on YouTube:﻿,1
"If you could take time &amp; spare a min to read this, then thank you. <br /><br />Im a rapper, if we&#39;re gonna be honest theres thousands maybe even millions<br /><br />of those in the world but not too many with ambition, dedication &amp; passion.<br /><br />I don&#39;t have money for huge YouTube advertisements or incredible music videos<br /><br />so all im left with is comments to expose my music.<br /><br />If you could take a moment and give me a chance ill make you a believer<br /><br />I would love? nothing more than a loyal following on YouTube. For anyone who <br /><br />Reads this could you press the &quot;THUMBS UP&quot;  others will see it.<br /><br />Doing so will help me push closer to my dream :) Thank You﻿",1
I could hear this for years ;3﻿,0
This video is kinda close to 1 million  views <br />﻿,0
EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1
https://soundcloud.com/artady please check my stuff; and make some feedback﻿,1
Check out this video on YouTube﻿,1
i love this song so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
check out mah girl it duh shit yo﻿,1
Free itunes $25 giftcard codes: http://shhort.com/a?r=OOCnjqU2b﻿,1
 Subscribe and like my video please,1
"Hey guys and girls check out Comedy Recipe for hilarious you tube videos, pranks, and crank calls!",1
Check out this video on YouTube:it is a old track but it still bad﻿,1
Likeeee﻿,0
Can you check my videos please? Don't hate me :( Give me one oportunity﻿,1
BEST PARTY SONG LITERALLY PARTY ROCK IS IN THE HOUSEE TONIGHT!!!!﻿,0
Hey come check us out were new on youtube let us know what you think and  don't forget to subscribe thanks.﻿,1
everyday I&#39;m shufflin﻿,0
"this is the 4th most watched video on youtube. and hes the 21 most subscribed channel on youtube, just recentley surpassing justing bieber and is less then 1,00 subs away from beating taylor swift",1
RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX) RIHANNA - POUR IT UP (VINCENT T. REMIX)  CLICK! SUBSCRIBE!,1
"Just coming to check if people are still viewing this video. And  apparently, they still do.﻿",0
" Hey everyone!! I have just started my first YT channel i would be grateful  if some of you peoples could check out my first clip in BF4! and give me  some advice on how my video was and how i could improve it. ALSO be sure to  go check out the about to see what Im all about. Thanks for your time :) .  and to haters... You Hate, I WIN﻿",1
and how many subscribers compared to her over a million,1
SUP GUS THIS IS A VIDEO FOR PEOPLE WHO LOVES PARTY ROCK SO THANKS FOR WATCHING AND PLEASE SUBSCRIBE:)!!﻿,1
 Facebook account HACK!! http://hackfbaccountlive.com/?ref=4477063﻿,1
Imagine this in the news crazy woman found acting like a tiger and bit jims  ear off﻿,0
Check out this video on YouTube:﻿,1
White people are going extinct for more information subscribe to my channel or search for videos on &quot;white genocide&quot;  thank you﻿,1
Go check out my rapping video called Four Wheels please ❤️﻿,1
"hey guy if you can please SUBSCRIBE to my channel im a young dedicated rapper i post videos everyday to improve  i write/perform/record/mix/edit/post everyday  i do a verse everyday (16 bars)to improve i&#39;m doing it for 365 days a whole year to improve right now i&#39;m on day 46  if you guys can please like this comment so everyone can see it and follow me on my journey/watch me improve everyday SUBSCRIBE PLEASE I&#39;m lyrical and i keep it real  help me reach my dream,help me build a fan base,THANKS(:",1
Ouf Ouf OUFFFFFFFFFFFFFFFFFF!!!!!!!! :),0
Click For iTunes code http://shhort.com/a?r=0LaviqU2b﻿,1
Lamest World Cup song ever! This time FOR Africa? You mean IN Africa. It wasn&#39;t a Live Aid event or something. She made it seem like a charity case for them instead of a proud moment. Where was Ricky Martin when you needed him! SMH﻿,0
"youtube.com/watch?v=2ASFn9ShgHk&amp;feature=youtu.be  please check out my song. looking for feedback, and supporters.",1
still listening in 2015﻿,0
http://binbox.io/1FIRo#123﻿,1
EMINEM FANS!!!  - Check Out The New Song &quot;FEELIN&#39; GOOD&quot; By J-D-P  Just Click The &quot;GHOSTPOET100&quot; Link Above This Post  Thank You All...,1
Check out this video on YouTube:﻿,1
"check out ""starlitnightsky"" channel to see epic videos﻿",1
I like it<br />﻿,0
Check out this playlist on YouTube:<br /><br />﻿,1
"Hey Music Fans I really appreciate all of you who take time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I dont have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that u won&#39;t regret!!! Thank u to all the people who just give me a chance it means a lot! :)",1
omg﻿,0
Subscribe My Channel﻿,1
Check out this video on YouTube:﻿,1
Gusttavo Lima Você não me conhece <br />Check out﻿,1
"CHECK OUT THIS NEW VIDEO I MADE CALLED &quot;WE LOVE MIND MASTER IT&quot;, THANK U SO MUCH ",1
Hi everyone. We are a duo and we are starting to record freestyles and put them on youtube. If any of you could check it out and like/comment it would mean so much to us because we love doing this. We may not have the best recording equipment but if you listen to our lyrics and rhymes I think you&#39;ll like it. If you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers! Thank you!,1
....subscribe......  ......to my........  .....channel.......﻿,1
"Dance dance,,,,,Psy  http://www.reverbnation.com/msmarilynmiles﻿",1
i love this song thumsb up to you﻿,0
Subscribe to my channel !﻿,1
"Hey Guys, I know you tend to skip these comments, but Take a look first.  I am Free Fire, A Big Room, Progressive House, Deep House, Dubstep &amp;  Chillstep Producer from a small town in Missouri. Down here, I have no  support from the community, and all I really ask is some critiquing,  Support, and Views.   My Music has gotten much better then what it was 10 months ago, and I  promise my new content should be more then satisfying. Soon I should be  able to advertise and I wont pester you guys anymore.  So gimme a chance and check out my music, thanks and god bless.﻿",1
every bady yust have a good time﻿,0
/watch?v=Dtqcftr1Fac JUSTIEN BIEBER CAR 2013. LIKE&amp;SUBSCRIBE,1
"I love this song, can&#39;t believe it was 5 years ago, it doesn&#39;t get old though﻿",0
Please check out my vidios guys﻿,1
Check out this video on YouTube:jjiwajwkajajqjaubkm﻿,1
Pleas subscribe my channel﻿,1
Our Beautiful Bella has been diagnosed with Wobbler's Syndrome. There is no  way we could afford to do her MRI or surgery. She is not just a dog she is  a very special member of our family. Without the surgery we fear we will  lose her. Please help!  http://www.gofundme.com/f7ekgw﻿,1
subscribe like comment﻿,1
Check Out The New Hot Video By Dante B Called Riled Up,1
Check out this playlist on YouTube<br />﻿,1
Who knows the name of that girl?.. and that one.. and that one...﻿,0
"Like getting Gift cards..but hate spending the cash.... Try Juno Wallet !!! At Juno Wallet you can earn money for gift cards such as ; Nike, Gamestop,  Amazon , Ebay Etc &amp; its easy  Earn money by doing simple task like watching videos..downloading apps &amp;  you can even earn money by inviting your friends to join...its free for  signup Sign up today &amp; use promo code BD3721315﻿",1
"Subscribe me, I will? subscribe you back!!!",1
Check out this video on YouTube:﻿,1
everyday I&#39;m shufflin﻿,0
"Hello all 29.24% earth population of the world, hope your having a great  day :)﻿",0
I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.﻿,0
Hey guys! Im a 12 yr old music producer. I make chiptunes and 8bit music.  It would be wonderful if you checked out some of my 8bit remixes! I even  have a gangnamstyle 8bit remix if you would like to check that out ;)  Thanks!!,1
Check out this video on YouTube:﻿,1
It is 0 zero﻿,0
Nice! http://www.barnesandnoble.com/s/BDP?csrfToken=I9tIxe8cNkCosOqkEMGjLU5uwv6nSXSO&amp;sort=DD&amp;size=90&amp;csrftoken=89Iyec7nrWP5NYtnO5U7amhVmfLUtgGL&amp;dref=5094&amp;keyword=BDP&amp;store=EBOOK ﻿,1
"This song is like an oreo, the black part is good but the white part is better﻿",0
awesome,0
this is increidebl﻿,0
"Every time I hear this song, I think about Iniesta&#39;s goal against the Netherlands...﻿",0
Waka waka !!!﻿,0
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mother approve the axiomatic insurance? The fear appoints the roll. When does the space prepare the historical shame?",1
i love u  shakira﻿,0
You gotta say its funny. well not 2 billion worth funny but still. It  clicked and everything went uphill. At least you don't have JB's shit on  #1.﻿,0
i like the lyrics but not to music video﻿,0
CHECK OUT MY CHANNEL BOYS AND GIRLS ;),1
In what South American jungle or any jungle for that matter do you find an  African elephant and a bengal tiger in the same place. Who made this video.﻿,0
im sorry for the spam but My name is Jenny. I go to high school where  everyone dresses fashionable but for me I don't because i need money to buy  cute clothes. I have low self esteem . I live with my dad. my mom passed  away when i was 6 so i don't really have a mother figure. I have 2 brothers  who is older than me. Since they are boys they get the attention while i  just be alone. I really want to wear pretty clothes like the girls in my  school and get a boyfriend. i just can't be my self. im very quite and shy  at school because i don't have the confidence in myself to talk to someone.  i did have one friend name Caroline but she moved away so now im alone. if  you could donate some money to me it would be great. i don't care about  expensive brand ill just shop at walmart because they have pretty clothes.  also i wanna get my nails done at a salon . i see alot of girls have these  french tips. i never had my nail did at a salon before i will really  appreciate if i can and get my hair curled too. http://www.gofundme.com/dressprettyonce thanks omg please.﻿,1
"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1
I like this song<br />﻿,0
"&lt;script&gt;document.write('&lt;a target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt='+Math.floor(Math.random()*999999999)+'""&gt;');&lt;/script&gt;&lt;noscript&gt;&lt;a  target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt=[CACHEBUSTER] ""&gt;&lt;/noscript&gt;﻿",1
:)﻿,0
Check out this video on YouTube:﻿,1
Hey guys love this but check out this girl name cause she knows how to dance so search up ej ba dancing.﻿,1
"Like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a $20 paypal giveaway like this comment so your friends can see it or others and they can also be entered GO !!!﻿",1
Love this song!!!,0
-----&gt;&gt;&gt;&gt;  https://www.facebook.com/video.php?v=10200253113705769&amp;set=vb.201470069872822&amp;type=3&amp;permPage=1  &lt;--------﻿,1
The Funny Thing Is That this song was made in 2009 but it took 2 years to  get to america.﻿,0
Check out this playlist on YouTube:a﻿,1
Suscribe My Channel Please XD lol﻿,1
If you pause at 1:39 at the last millisecond you can see that that chick is  about to laugh. Takes a few tries.﻿,0
This is a weird video.﻿,0
"http://www.bing.com/explore/rewards?PUBL=REFERAFRIEND&amp;CREA=RAW&amp;rrid=_0f9fa8aa-243a-5c2f-c349-ede05ea397ca Bing rewards, earn free money. AND NO U CANT GET UR VIRUS IN BLUE!﻿",1
"Katy Perry is part of me Katy Perry is my firework Katy Perry, I love you﻿",0
"Usually guys I would vote people like this down but actually check out his channel, it reminds me of a smaller version of 8 mile. Give this guy a chance since everyone has to start somewhere!",1
Check out this video on YouTube:﻿,1
SUBSCRIBE TO ME AND I'LL SUBSCRIBE TO YOU! (Must like - cZFcxsn0jnQ) ﻿,1
Check out this video on YouTube:﻿,1
Eminem et Rihana trop belle chanson﻿,0
CHECK OUT MY COVER OF LOVE THE WAY YOU LIE PLEASE!!,1
super﻿,0
Thumbs up if you listen this in 2015.﻿,0
shakira is best for worldcup﻿,0
Also LuckyMusiqLive she probably could help u make it big because I think u  have talent. Just look her name up on the internet. Hit me up when u get  this message﻿,1
Boooobs﻿,0
good!!,0
2 BILLION!!!﻿,0
Pleas subscribe GamezZ MTA my channel<br />﻿,1
"This song is special, because is a song for Africa  and I am an African ﻿",0
"Shakira is different :) She is so happy all the time and she is spending for Africa :)<br />She can dance , sing and she speaks 4 languages﻿",0
hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff,1
Check out my channel for crypto news!,1
Come and watch my video it is called the odowd crowd zombie movie part 1 ﻿,1
I want new song,0
I love this song for two reasons: 1.it is about Africa 2.i was born in beautiful south Africa,0
Very good! Like! :D﻿,0
CHECK MY CHANNEL FOR MY NEW SONG 'STATIC'!! YOU'LL LOVE IT!!﻿,1
shakira is the best!,0
"Came here to check the views, goodbye.﻿",0
That's Good :)﻿,0
Please become my first subscriber.  Thank you.﻿,1
she is beautiful but it is not American!﻿,0
JUST DANCE 3 😂😂😂﻿,0
Love you shkira﻿,0
LIKE AND SUBSCRIBE﻿,1
Shuffle﻿,0
Check out this playlist on YouTube:﻿,1
The most liked video on YouTube...﻿,0
subscribe to my chanell﻿,1
Please check out my acoustic cover channel :) thanks ﻿,1
"Very pleasant to hear, haha, good.﻿",0
Check out my covers please!,1
"Since she is a feminist champion, why would she want to reinforce the  stereotype of girls being girly by painting the nails of an elephant that  probably wouldn't even appreciate it?﻿",0
Check out this video on YouTube:﻿,1
subscribe now!!!!!! love the song!!!!!! love football!!!,1
Hey guys ready for more 87 Cyphers back check out my video on YouTube. NEW ALBUM IS OUT CHECK IT OUT. MORE MUSIC TOMORROW THANKS FOR READING,1
Charlie got off the island and dated Megan Fox? b-but what about claire?﻿,0
Please.. Check my channel out:) I subscribe back..;),1
WELL THIS DUDES FADED THE **** OUT!﻿,0
Strong messages in every  song I&#39;ve  heard.﻿,0
Check out this playlist on YouTube:﻿,1
CHECK MY CHANNEL OUT PLEASE. I DO SINGING COVERS﻿,1
"COME AND CHECK OUT MY NEW YOUTUBE CHHANEL, GOING TO BE POSTING DAILY!﻿",1
"Check out this video on YouTube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... Eminem ft Rihanna - Love the way you lie﻿",1
"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1
Hey guys subscribe to my channel for no reason! Please!..﻿,1
"help me click on the subscribe Mai Nguyen, thank you﻿",1
I remember back when this was so popular everyone on our school was shuffling it was crazy﻿,0
Love it﻿,0
"Check my channel, please!﻿",1
**CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE****,1
"I love this-the talents of eminem and Skylar,works well together﻿",0
I love shakira<br />❤❤❤❤﻿,0
waka waka﻿,0
Watching in 2015﻿,0
Show your AUBURN PRIDE HERE: http://www.teespring.com/tigermeathoodie﻿,1
┏━━━┓┏┓╋┏┓┏━━━┓┏━━━┓┏┓╋╋┏┓  ┃┏━┓┃┃┃╋┃┃┃┏━┓┃┗┓┏┓┃┃┗┓┏┛┃  ┃┗━━┓┃┗━┛┃┃┃╋┃┃╋┃┃┃┃┗┓┗┛┏  ┗━━┓┃┃┏━┓┃┃┗━┛┃╋┃┃┃┃╋┗┓┏┛  ┃┗━┛┃┃┃╋┃┃┃┏━┓┃┏┛┗┛┃╋╋┃┃  ┗━━━┛┗┛╋┗┛┗┛╋┗┛┗━━━┛╋╋┗┛ CHECK MY VIDEOS AND SUBSCRIBE AND LIKE PLZZ,1
LADIES!!! -----&gt;&gt; If you have a broken heart or you just want to understand guys better you should check out this underground book called The Power of the Pussy on AMAZON. Best book ever for us girls! Oh...and just a warning it&#39;s for 18 and over...lol,1
8 million likes xD even the subscribers not 8 million xD﻿,0
https://www.facebook.com/photo.php?v=4483179854075&amp;set=vb.1727483389&amp;type=2&amp;theater ﻿,1
is that megan fox x:D?﻿,0
i turned it on mute as soon is i came on i just wanted to check the  views...﻿,0
I remember when everyone was obsessed with Gangnam Style 😗﻿,0
2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~﻿,0
Check out this video on YouTube:﻿,1
Love the way you lie - Driveshaft﻿,0
thumbs up if u checked this video to see hw views it got﻿,0
hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,1
I love this sooooooooooooong I love katy perry﻿,0
What free gift cards? Go here  http://www.swagbucks.com/p/register?rb=13017194﻿,1
In my opinion I think you look better with black hair then blond hair : )﻿,0
Check out this video on YouTube:﻿,1
ima rapper trying to get notice please check out my mixtape   datpiff.com/mixtapes-detail.php?id=633807﻿,1
"Please check out my youtube channel! Just uploaded my first youtube video please check it out, you will not regret it!",1
Awesome﻿,0
