content,is_spam
"This great Warning will happen soon. ,0
LneaDw26bFst76VHKJL8PxaEy6VMNlvmriUDTSFK6vY,Ali Paša,2013-09-26T22:28:17.047000,Croatia &lt;3,0
LneaDw26bFvkAHxpKEnM25FYWkyXthsUpri6JuQsZnU,G Belrus,2013-09-26T22:26:12.832000,Nice one,0
LneaDw26bFtvZQt6JUEhasIEFRJG1exI_dVqdnQVPho,exode. comeback.,2013-09-26T22:23:00.710000,600m views.,0
LneaDw26bFunOarAg71AwGU6TJO6aZDKFIUn_TZ1_HY,Muhammad Shaeel Abbas,2013-09-26T22:15:45.476000,**** off!,0
LneaDw26bFt-oToUFj0z3vffLFNaxyKwZSIVQhiMx-E,Notorious Niko,2013-09-26T22:00:43.613000,""Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM...  Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track..  Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D  Thanks in advance, you guys will be part of making my dream come TRUE   -Notorious Niko ",1
like if ur watchin in 90000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                                                                              1,1
My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.,1
subscribe to me and I wil subscribe to you back,1
Charlie from Lost!,0
I love this song,0
https://www.tsu.co/Aseris get money here !,1
I love this song because we sing it at Camp all the time!!,0
Follow me on twitter &amp; IG : __killuminati94,1
I love the song roar it make me think am fill the way,0
im M.E.S an aspiring young rapper with high hopes.  i know you will not click this link and check out my channel. you just dont want to.  well its your choice. in fact you know what DONT CLICK,1
COME SUBSCRIBE TO MY CHANNEL! ;-)  PLEASE!!,1
**CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE******CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE**** **CHECK OUT MY NEW MIXTAPE*** ***CHECK OUT MY NEW MIXTAPE****,1
I am now going to voyage to the first comment...      Tell my family I loved them. 😢,0
Watch Maroon 5's latest 2nd single from V (It Was Always You) www.youtube. com/watch?v=TQ046FuAu00,1
Tell us the title so i can like and subscribe your music fgw please,1
"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ",0
im sorry for the spam but My name is Jenny. I go to high school where  everyone dresses fashionable but for me I don't because i need money to buy  cute clothes. I have low self esteem . I live with my dad. my mom passed  away when i was 6 so i don't really have a mother figure. I have 2 brothers  who is older than me. Since they are boys they get the attention while i  just be alone. I really want to wear pretty clothes like the girls in my  school and get a boyfriend. i just can't be my self. im very quite and shy  at school because i don't have the confidence in myself to talk to someone.  i did have one friend name Caroline but she moved away so now im alone. if  you could donate some money to me it would be great. i don't care about  expensive brand ill just shop at walmart because they have pretty clothes.  also i wanna get my nails done at a salon . i see alot of girls have these  french tips. i never had my nail did at a salon before i will really  appreciate if i can and get my hair curled too. http://www.gofundme.com/dressprettyonce thanks omg please.,1
Feels and emotions in this song...God damn,0
Waka best one,0
"I just realized that this verses in this song have the exact same melody as  the verses in ""Hey Ho"" by the Lumineers.",0
"1,000,000 VIEWS NEAR",0
"C'mon Katy you are so close to 14,000,000 subscribers...come up with  another hit like this and it will happen",0
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the answer rehabilitate the blushing limit? The push depreciateds the steel. How does the beautiful selection edit the range?",1
Hey! I'm NERDY PEACH and I'm a new youtuber and it would mean THE ABSOLUTE  world to me if you could check 'em out! &lt;3  Hope you like them! =D,1
https://www.facebook.com/teeLaLaLa,1
Why did they stop their career in music? This music rocks !,0
sorry but eminmem is a worthless wife beating bastard,0
I agree they are just damn spammers. They suck. Im trying to do the same and get known. I know the feeling. I will help you out and leave likes and comments on your page. I hope you could do the same and maybe subscribe to me that would be awesome thanks,1
nice song,0
Check out this video on YouTube:,1
How old is Katy perry?,0
"Hi I&#39;m lil m !!! Check out love the way you lie!!!! My live performance and many others,,, videos and my own lyrics!!!!! Thanks",1
Katy Perry - Roar (Official)  #soundsofsunday   #music  ,0
CHECK OUT partyman318 FR GOOD TUNEZ!! :D,1
check out my page ADAM B BEATS 2013,1
2015 LIKEEE,0
Check out this video on YouTube:,1
For latest movies 2014 please visit this site  http://www.networkedblogs.com/p/11cPWb?ref=panorama,1
  Check out my SEXY VIDEO :*,1
5 years ago damn ,0
What&#39;s with the guys jacket? 1 sleeve and a sleeveless arm,0
"Hey, have you tried &quot;DribblePROshot&quot; yet? Just do a search on Google. On their website you will find a useful free video demonstrating the right way to enormously improve your soccer or football skills in no time... It transformed Fausto into a substantially better football/soccer player...to the amazement of his team mates. Hopefully it works for you too.",1
LMFAO IS THE BEST,0
I'm not a big fan of the song but this video is awesome!,0
**** it was the best ever 0687119038 nummber of patrik kluivert his son share !,1
Will this song ever reach 7 Billion Views?,0
Best song for ever💜💜😢<br />,0
You gonna hear me ROARRRR.....,0
I WILL FINISH THIS DISSERTATION! And I will laugh in its face when I  finish! Roaaarrr =3,0
Subscribe to my channel :)  &lt;3,1
Eminem and Rihanna sing the song very well.,0
"Hello everyone :) I know most of you probably pass up these kind of comments, but for those who are still reading this, thanks! I don’t have any money for advertisements, no chance of getting heard, nothing... If this comes off as spam, sorry. I am a video animator, just trying to make it up into the video animation industry. Please give me the chance to prove myself to you. Please visit my channel, subscribe if you like and thumb this comment up, so everyone can see! Thank You! ",1
Please check out and send to others Freedom and Justice are on the line!  Please Google:   Steven L. Reed Case Lands in Supreme Court---thanks!,1
"OMG this oldspice spraytan party commercial omg....i'm sitting here ""NO  this isn't a real thing is it? OMG"" ",0
"Almost 1 billion views, nice.",0
"New way to make money easily and spending 20 minutes daily --&gt; <a href=""https://www.paidverts.com/ref/Marius1533"">https://www.paidverts.com/ref/Marius1533</a>",1
Love😘❤💖,0
Share Eminem&#39;s Artist of the Year video so he can win. We could see a performance and acceptance speech. Like this comment so everyone can see.  2014 =  Year of Eminem,1
http://www.ebay.com/itm/171183229277?ssPageName=STRK:MESELX:IT&amp;_trksid=p3984.m1555.l2649 ,1
Hi. Check out and share our songs.,1
Check out this video on YouTube:,1
GANGMAN STY- *D-D-D-D-D-D--DROP THE BASS!!*,0
Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TO,0
"This song is just insane.<br />Do you dance listening to this song?( i do, lol)",0
Made in china....,0
3 yrs ago I had a health scare but thankfully I’m okay. I realized I wasn’t living life to the fullest.  Now I’m on a mission to do EVERYTHING I’ve always wanted to do. If you found out you were going to die tomorrow would you be happy with what you’ve accomplished or would you regret not doing certain things? Sorry for spamming I’m just trying to motivate people to do the things they’ve always wanted to. If you’re bored come see what I’ve done so far! Almost 1000 subscribers and I just started!,1
wanna earn money online without investment.....just visit this link .....therglove.blogspot.in/2013/08/blog-post_10.html,1
"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pants",0
"Came here to check the views, goodbye.",0
HAPPY BIRTHDAY KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen  (That´s not me),1
I love this song up to the moon &gt;3 you are Rocks!,0
"The funny thing is, 1,700,000,000 of the views are spam bots. I mean c'mon  2 BILLION views? BS!",0
Laughing My ****ing Ass Off!!!,0
hey its M.E.S here I&#39;m a young up and coming rapper and i wanna get my music heard i know spam wont get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. im just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid ive been told i have potential,1
Subscribe to me i subscribe back!!!! Plus i have a nice ass lol,1
"Hello! Do you like gaming, art videos, scientific experiments, tutorials,  lyrics videos, and much, much more of that? If you do please check out our  channel and subscribe to it, we've just started, but soon we hope we will  be able to cover all of our expectations... You can also check out what  we've got so far!",1
i love this so much. AND also I Generate Free Leads on Auto Pilot &amp; You Can  Too! http://www.MyLeaderGate.com/moretraffic,1
why the elephant have a broken horn,0
Still watching this 2 years later? ,0
P E A C E  &amp;  L O V E  ! !,0
cool song ever good thing its here,0
I LOVE YOU!!! Because u make me smile when im sad you cheer me up with your  beautiful songs (: &lt;3,0
"Help shakira&#39;s waka waka be the first song by a female artist to reach 1 billion views.<br />(dark horse is ahead by roughly 100 million more views, and roar has only 50 million more views)<br /><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0"">https://www.youtube.com/watch?v=pRpeEdMmmQ0</a>",1
I love you Shakiria!!!!!!,0
Great music anyway,0
:D,0
"My honest opinion. It's a very mediocre song. Nothing unique or special  about her music, lyrics or voice. Nothing memorable like Billie Jean or  Beat It. Before her millions of fans reply with hate comments, i know this  is a democracy and people are free to see what they want. But then don't I  have the right to express my opinion? Please don't reply with dumb comments  lie ""if you don't like it don't watch it"". I just came here to see what's  the buzz about(661 million views??) and didn't like what i saw. OK?",0
"I believe that soccer promotes terrorism. Bad choice, Shakira.",0
The best FIFA world cup song for sure.,0
so spousal abusue cool that&#39;s great,0
EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ,1
Check out this video on YouTube:<br />&quot;This Time for Africa&quot;. One for Trayvon!  And Our MOTHERland<br />Thank-you Shakira,1
******* Facebook is LAME and so 2004! Check out ------------ swagFriends com Make thousands of cool new friends everyday! Join this new movement!,1
LOVE THIS SONG!!!,0
check out eminem latest track survival if u didnt,1
i love you katy perry because you will sing nice than shakira,0
Hello Brazil 😻✌💓😻👏,0
NICE GIRL :D,0
8 million likes xD even the subscribers not 8 million xD,0
Check out my channel im 15 year old rapper!,1
"<a href=""https://m.freemyapps.com/share/url/10b35481"">https://m.freemyapps.com/share/url/10b35481</a>",1
She&#39;s so pretty,0
....I stil lisening this :),0
i rekt ur mum last nite. cuz da haterz were 2 much 4 meh lik dis if u cri evertim and sponswer mi robox vidz https://www.indiegogo.com/projects/gimme-dem-moneyz-4-roblox/x/8851222#home,1
PSY is a good guy,0
Ching Ching ling long ding ring yaaaaaa Ganga sty **** YOU.,0
https://soundcloud.com/artady please check my stuff; and make some feedback,1
"  HI!:D!:) We’ re TWIN MELODY ,17 year old twins :) WE DID SOME COVERS!!WE DID A COVER OF BIRTHDAY BY KATY PERRY!!  PLEASE JUST TAKE 1 SECOND AND WATCH IT!! THANKS,MERCI,GRACIAS,DANKE,OBRIGADO,GRAZIE ….    !!!  &lt;3  XX HAVE A NICE DAY!!:D",1
Really good song .<br />you know love song song.,0
2010? The time past so fast ..,0
love Shakira!,0
Omg it&#39;s going to have 1bi views!,0
Northland Paranormal Society is now on YouTube! Check out our channel of real Paranormal evidence!! facebook/ Northland Paranormal Society!!!,1
Check out this playlist on YouTube:,1
this is increidebl,0
 are  there  people who like  this shit? hahahahah :P<br />this isn&#39;t even real music.......... it&#39;s computer-based music.....<br />well done music industry.....,0
Subscribe if you are watching in 2015,1
For all you ladies out there......  Check out this link!  You&#39;ll find the hottest hairstyles and the latest trends for women!  Go to this site and you&#39;ll upgrade your hairstyles and fashion senses to a higher level!  Don&#39;t get left behind!     ---&gt;   goo.gl\BxrOSR,1
I love it,0
I like,0
"Every time I watch this mv I just so so so glad that I live in a world that  don't have to worry about running from a real, human eating tiger.",0
me segue ha  https://www.facebook.com/marcos.sousa4?fref=ts,1
"Finally someone shares the same opinion as me. I&#39;ve tried really hard to like Gangnam style but I just can&#39;t, I don&#39;t even get the dance either. A song like this should be more popular than Gangnam Style, at least it makes sense.",1
Who else saw jesses dancing sorry if I spelled it wrong  peace✌,0
http://www.amazon.com/Knight-Dawn-cursed-Daniel-N-ebook/dp/B00MPPQHRI/ref=sr_1_7?s=digital-text&amp;%3Bie=UTF8&amp;%3Bqid=1408122684&amp;%3Bsr=1-7&amp;%3Bkeywords=knight&amp;tag=wattpad-20     some people are very talented but some are more talented but there is no  sponsor,1
This video will get to 2 billion just because of people checking if it has  hit 2 billion yet.,0
":: ATTENTION : WE NEED 10 Million Views More for FIREWORK to Reach 500M .. We have only 1 and half day left for katy's birtgday. Listen How it could be possible?? &gt;&gt;JUST Open different Tabs from Different Browser &gt;&gt;Dont Watch Full Video, Remember We dont have time on hand, Its Time Wasting. View it only for 30 sec. Plz thumbs up and share",1
https://www.facebook.com/myfunnyriddles,1
 HI IM 14 YEAR RAPPER SUPPORT ME GUY AND CHECK OUT MY CHANNEL AND CHECK OUT MY SONG YOU MIGHT LIKE IT ALSO FOLLOW ME IN TWITTER @McAshim for follow back.,1
Οh my god ... Roar is the most liked video at Vevo .. while 2 months ago  was Justin's Baby.. congrats Katy . Applause &lt;3 ,0
"When I hear Katy singing this, I cry. The song has got depth.",0
Nice,0
"blue eyes, can't be trusted.  uranus bless america.",0
 Subscribe and like my video please,1
Check out this video on YouTube:,1
Dang Dat little kid gat moves,0
So he&#39;s admitting he killed his girlfriend???,0
lets get it to 1 BILLION,0
LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;),1
best rap ever,0
"Hey I&#39;m a British youtuber!!<br />I upload Weekly!! <br />It would mean the world if you could subscribe!!<br />Thanks,Joyce!!<br />",1
Please subscribe to us and thank you,1
Why so many disliked??????!!!!!!😯,0
*for 90&#39;s rap fans*  check out my Big Pun - &#39;Beware&#39; cover!  Likes n comments very much appreciated!,1
Earn money for being online with 0 efforts!    bit.ly\14gKvDo,1
"Hey Youtubers and All Music lover&#39;s, Guess most of you all skip these comments, but for you who is still reading this, thanks ! I dont have any money for advertisiments, no chance of getting heard, nothing. All that&#39;s left is spam, sorry. Im 17, Rapper/Singer from Estonia. Please listen my new cover on my account. You wont regret it. Give me just a chance, please. Take half a second of your life and thumb this comment up. It will maybe change my life, for real. Thank you Wafence ",1
2015 and more....,0
i am a big fan of you and i love you,0
Check out this video on YouTube:,1
check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,1
I love this song &amp;I love shakira&lt;333♡♡♡♡♡♡♡♡♡♡♡《33☆☆☆,0
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! 😀😘,0
OOOOO SHUFFLLLLLLLLLLLLLLLLLLLLLLINNNNN,0
wow,0
The great mother of the jungle. Sweet and natural. I like her videos.,0
Wow I love it ,0
"Check out this video on YouTube: <a href=""http://www.youtube.com/user/jlimvuth"">http://www.youtube.com/user/jlimvuth</a> ... Eminem ft Rihanna - Love the way you lie",1
******* Facebook is LAME and so 2004! Check out ------------ swagFriends com Make thousands of cool new friends everyday! Join this new movement!,1
Please visit this Website: oldchat.tk,1
BEST SONG! GO SHAKI :D,0
"SIMPLY PUT, OUR CUSTOMERS LOVE US... and so will you!https://www.facebook.com/greenleader",1
Also LuckyMusiqLive she probably could help u make it big because I think u  have talent. Just look her name up on the internet. Hit me up when u get  this message,1
This song is true because it is insane because boys will do this to a girl and it is not true that people say that a guy will never do it to a girl but boys YOU LIERS NOW STOP TREATING US GIRLS THIS WAY YOU ALL SUCK!,0
ｈｔｔｐ://ｗｗｗ.ｅｂａｙ.ｃｏｍ/ｕｓｒ/ｓｈｏｅｃｏｌｌｅｃｔｏｒ314,1
I love you!❤✨,0
There is 7 bilion poeple on earth Now stop being dumb,0
"Charlie, heroin will do that to you.",0
Love it,0
Like eminen,0
"How do you forget you have a choice, and what the ****, surviving a plane  crash has a 1/1000 chance of happening.",0
Check out this playlist on YouTube:pl,1
"I ****in love this song!<br /><br /><br />After, I&#39;m sexy and I know it ",0
Yesterday this video have 1 million likes and now it has 2 million,0
Subscribe to me if u think &quot;swag&quot; is ****ing stupid,1
I remember when this used to be so popular all around at the time.<br />I still love it.,0
Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;,1
Check out this video on YouTube:jjiwajwkajajqjaubkm,1
wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww,0
Pls follow this channel!! http://www.twitch.tv/sevadus,1
I always end up coming back to this song<br />,0
Check out this video on YouTube:,1
please like : http://www.bubblews.com/news/9277547-peace-and-brotherhood,1
FREe ITunes Gift card http://shhort.com/a?r=x6J4gBrne,1
"Hey ! I know most people don't like these kind of comments &amp; see at spam,  but I see as free advertising . So please check out my cover of Sparks Fly  by Taylor Swift ! It is not the best ever I know, but maybe with some  encouraging words of wisdom from many of you I can become better! Please go  to my channel and check it out !",1
Lemme Top Comments Please!!,0
"when i see this back in 2015 i ask myself how people got to like this song. seems like Gangnam style copied this style though, might just be me but yea",0
follow me on instagram bigboss286,1
"Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM...  Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track..  Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D  Thanks in advance, you guys will be part of making my dream come TRUE   -Notorious Niko ",1
Oppa! Yeah! Best Song!,0
2008-2010 were the years for pop,0
How could 108k people dislike this song or video,0
Hey guys can you check my channel out plz. I do mine craft videos. Let's  shoot for 20 subs,1
" Something to dance to, even if your sad JUST dance!!   PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0",0
LMFAO best songs ever!,0
"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :) ",1
Hi Guys! check this awesome EDM &amp; House mix :) thanks a lot..  https://soundcloud.com/soundhase/edm-house-mix-2,1
"And after the video ends, a 13 ft. boa constrictor squeezes her to death.",0
https://www.indiegogo.com/projects/help-stop-my-poverty-cyber-pan-handleing/x/8692160#home ,1
  Eminem is the king of rap  Micheal Jackson is the king of pop  If you also wanna go hard and wanna be the person of first class fame just check out Authenticviews*com and be famous just within days !! yO ~,1
Check out this video on YouTube:<br /><br />,1
I really like this song.,0
prehistoric song..has been,0
cool,0
"THIS IS A COMPETITION TO MEET MY IDOLS, IT WOULD MEAN SO MUCH IF YOU GUYS  WILL LIKE THIS PIC ON IG! http://instagram.com/p/smZdivopxb/",1
**** you Eminem,0
check out my playlist,1
Like if you came here too see how many views this song has.,0
I like the Mmph version better,0
http://binbox.io/1FIRo#123,1
www.marketglory.com/strategygame/lordviperas,1
Hi. Check out and share our songs.,1
"Like Gorlin-Goltz Syndrome Support Community, you are not alone. https://www.facebook.com/GorlinGoltzSupport",1
Check out this video on YouTube:,1
Remeber the good ol&#39; days when songs weren&#39;t about butts.  ,0
Awesome ,0
Fire..,0
People who believe in Illuminati are stupid the same people believe that  911 was made by the American government,0
I could finally do the spongebob but I started yesterday XD,0
Love the video ,0
please like :D https://premium.easypromosapp.com/voteme/19924/616375350,1
" Hey everyone!! I have just started my first YT channel i would be grateful  if some of you peoples could check out my first clip in BF4! and give me  some advice on how my video was and how i could improve it. ALSO be sure to  go check out the about to see what Im all about. Thanks for your time :) .  and to haters... You Hate, I WIN",1
check out my rapping hope you guys like it  https://soundcloud.com/nereboy/call-of-the-lostproduce-by-atlastatlas-rapper-jkork  and follow and message me :),1
I love this!!!!! This is one of my fave songs now and I just subscribed :) :) :),1
I hate videos like these with those poor animals.,0
"Hi there~I'm group leader of Angel, a rookie Korean pop group. We have four  members, Chanicka, Julie, Stephanie, and myself, Leah. Please feel free to  check out our channel and leave some feedback on our cover videos (:  criticism is welcome as we know we're not top notch singers so please come  leave some constructive feedback on our videos; we appreciate any chance to  improve before auditioning for a Korean management company. We plan on  auditioning for JYP, BigHit, Jellyfish, YG or SM. Thank you for taking time  out of your day to read this !",1
I love it and my mom to,0
It is a shit,0
very good song:),0
"Don&#39;t love someone soo much, love the way u lie..",0
I like this song very much,0
hi everyone this is cool check out sexy and i know it,1
"i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  LMFAO!!! https://plus.google.com/111982027348137311818/posts/g2JVinPueMo",1
go here to check the views :3,0
Check out this video on YouTube:,1
SUBSCRIBE ME AND I REQUITE,1
▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ ＤＡＭＮ ＴＨＩＳ ＣＯＭＭＥＮＴ ＩＳ ＦＡＮＣY ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬,0
Hi.. Everyone.. If anyone after real online work. I can help u. Earn lots of money. It&#39;s fun. It&#39;s real and affiliated company.. U not think u r working. It&#39;s easy and enjoyable. For more info contact me .. Neeru105@ gmail.com,1
"Part 2. Holy Mary, pray for us Holy Mother of God, pray for us Holy Virgin of virgins, pray for us Mother of Christ, pray for us Mother of divine grace, pray for us Mother most pure, pray for us Mother most chaste, pray for us Mother inviolate, pray for us Mother undefiled, pray for us Mother most amiable, pray for us Mother most admirable, pray for us Mother of good counsel, pray for us Mother of our Creator, pray for us Mother of our Redeemer, pray for us ",1
visit &quot; ww estiloproduction com &quot; best website to make money,1
Shakira :-*,0
Eminem rocks!,0
I love this song sooooooooooooooo much,0
this song is so addicting. the hook is dope and catchy. love the video too.  I'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................,1
Check out this video on YouTube:,1
Check out this video on YouTube:,1
░░░░░░░/\░░░░░▄▐<br />░░░░░░/     \░░░▄██▄<br />░░░░░/  (o)   \░░░░░▀█▄<br />░░░░/             \░░░░░░▀█▄<br />░░░/__   \   ░▄▄▄▄▄▀▀<br />░░░░▄▄▄██▀▀▀▀<br />░░░█▀▄▄▄█░▀▀       YOU HAVE BEEN SPOOKED BY THE SPOOKINATI<br />░░░▌░▄▄▄▐▌▀▀▀<br />▄░▐░░░▄▄░█░▀▀    SHARE THIS TO 666 PEOPLE TO BE UNSPOOKED <br />▀█▌░░░▄░▀█▀░▀ <br />░░░░░░░▄▄▐▌▄▄<br />░░░░░░░▀███▀█░▄<br />░░░░░░▐▌▀▄▀▄▀▐▄<br />░░░░░░▐▀░░░░░░▐▌<br />░░░░░░█░░░░░░░░█<br />░░░░░▐▌░░░░░░░░░█<br />░░░░░█░░░░░░░░░░▐▌,1
OMG over 2 billion views!,0
 I hate this song! ,0
Check out my Music Videos! Fuego - U LA LA Remix  hyperurl.co/k6a5xt,1
Shakira is my favourite singer. Wooooo,0
"check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>",1
awesome,0
"Subscribe to me for free Android games, apps.. ",1
 <br />Please help me get 100 subscribers by the end of the night. Thx,1
her voice is so wow!,0
"Awesome song!,congratulations!!!",0
hey again if you guys wouldnt mind chacking out my rap give it like and il  giver 3 of your vids a like,1
DOWNLOAD RAPID FACEBOOK FOR FREE NOW https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid,1
please subscribe i am a new youtuber and need help please subscribe and i  will subscribe back :D hoppa HOPPA GaNgAm StYlE,1
Come check out our parody of this!,1
Lets party,0
adf.ly / KlD3Y,1
Its funny because I listen to rock and death metal. But i like this.,0
Best World Cup Song,0
https://www.facebook.com/profile.php?id=100007085325116,1
Like this comment for no reason,1
Check out this video on YouTube:,1
so beutiful,0
Thank you KatyPerryVevo for your instagram likes @axeljonssons,1
Check out this video on YouTube:,1
I don't now why I'm watching this in 2014,0
The little PSY is suffering Brain Tumor and only has 6 more months to live.  Please pray to him and the best lucks.,0
https://www.paidverts.com/ref/tomuciux99 esyest money ever. join to our  team!!!!,1
"iS IN TOP 10 , IN YOUTUBE TOP VIEWS , ON 9 IS MILEY CYRUS: http://www.google.ro/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=1&amp;ved=0CB8QFjAA&amp;url=http%3A%2F%2Fen.wikipedia.org%2Fwiki%2FList_of_most_viewed_YouTube_videos&amp;ei=OQ3yU9DWC8L4yQOYo4GoAw&amp;usg=AFQjCNGKM-Idplal6kuVKoEkVgdTT2jVLQ&amp;sig2=OnqZzad3q3CmNBe9nml4gA&amp;bvm=bv.73231344,d.bGQ&amp;cad=rja ",1
Subscribe and like to me for more how to videos on minecraft!,1
epic,0
"To everyone joking about how he hacked to get 2 billion views because  there's a certain amount of people or whatever,  He actually did buy views.",0
How can this have 2 billion views when there's only me on the planet? LOL,0
"Anyone Who LOVEs music , please go check out my youtube page and tell me  what you think . I just put a video up and will be doing more song. I'm  just trying to get myself started. Any love is much Appreciated ",1
Katy Perry is garbage. Rihanna is the best singer in the world. ,0
"if watching in 2015 subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span> ",1
wait I SAW A KID NOT KIDDING,0
sexy shakira,0
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8,0
"People Who Say That ""This Song Is Too Old Now, There's No Point Of  Listening To It"" Suck. Just Stfu And Enjoy The Music. So, Your Mom Is Old  Too But You Still Listen To Her Right?....",0
great l subscribe,1
Good times. ,0
this song sucks,0
goood,0
Check out this video on YouTube:,1
this song is NICE,0
Shakira,0
She is good,0
1000000000 views.,0
YAY IM THE 11TH COMMENTER!!!!!                                    IF YOUR  CRAZY PLEASE DONATE BITCOINS TO ME AT: 1FHeNqx1twqM153v2PTAyieJNEALAhZvEM,1
EMINEM&lt;3 <br />the best rapper ever&lt;3,0
WATCH MY VIDEOS AND SUBSCRIBE,1
 subscribe to my feed,1
"969,210 dislikes like dislike themselves",0
Wow this video almost has a billion views! Didn&#39;t know it was so popular ,0
waka waka:-):-):-),0
check out my new video,1
One of the best song of all the time,0
SUBSCRIBE MY CHANNEL,1
I love this song and expect the World Cup .,0
Check out pivot animations in my channel,1
CHECK OUT MY CHANNEL,1
If only I had the body like Katy Perry :)). She looks so hot. I love her  ^^!,0
Check out this video on YouTube:,1
 I love your music ,0
I hav absolutely no idea what he's saying. Is it even a language?,0
Subscribe my channel  I RECORDING FIFA 15 GOALS WATCH NOW :D,1
My three bigger secrets are: I don't think I'm good enough for me skinny  size. I'm bisexual and I sweat really freaking bad when I'm nervous. -  check out Secret by Austin Mahone's NEW Single!,1
No-I hate The Way U LIe!!,0
Katy Perry is lion,0
I love your songs eminem your the rap god,0
Shakira is perfect,0
I LOVE YOUR SONGS,0
if you like roblox minecraft world of warcraft gta5 mario suscribe to my  channel,1
Your going to hear me Roar !!!! :-))))   #soundsofsunday ,0
"i think they were drunk when they shot the first half of the video and then the sec on half comes in, and her boobs are magically bigger and  she's more beautiful suddenly, and the dude practically vanishes ",0
get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ,1
Check out this video on YouTube:<br /><br />Eminem is amazing. ,1
